UniqueGameId,PlayerNumber,BoardLocation,Spin,Player1Loc,Player2Loc,Player3Loc,Player4Loc,Player5Loc,Player6Loc,SelectedMove,PlayerWonGame
0dacb417-8ef1-494b-b8d4-c6d9fbd49bdf,1,45,5,11,26,86,49,7,84,11,0
f30c1462-56d0-464c-aeb5-aadb9b3ed238,4,45,5,34,16,34,11,16,13,11,1
f30c1462-56d0-464c-aeb5-aadb9b3ed238,1,45,5,11,26,86,49,7,84,11,0
582855ae-2f07-4963-a01f-9657473bc61c,4,45,5,34,16,34,11,16,13,11,1
582855ae-2f07-4963-a01f-9657473bc61c,1,45,5,11,26,86,49,7,84,11,0
904d55d9-e36c-4ad8-b6d1-54fd4ae054dd,5,45,5,84,36,47,6,11,27,11,0
9709cc13-b0a8-4f1b-bed6-84797d4d3063,5,45,5,84,36,47,6,11,27,11,0
ee29d164-d72d-48fa-aba1-cd55d4b6b408,5,45,5,84,36,47,6,11,27,11,0
51e4a9dc-91a6-4c2c-8f2b-f808ea5a4b29,4,45,5,35,28,84,11,69,26,11,0
086d6c9b-d2a6-44dd-acf5-66ba1028bd5e,3,45,5,37,34,50,35,30,36,50,0
086d6c9b-d2a6-44dd-acf5-66ba1028bd5e,5,45,5,50,44,62,53,50,67,50,0
dabaaa9a-5c7d-4029-bb33-05a56738f2fb,3,45,5,37,34,50,35,30,36,50,0
dabaaa9a-5c7d-4029-bb33-05a56738f2fb,5,45,5,50,44,62,53,50,67,50,0
ad0d47ba-85b4-4386-ae2c-67176ad8ba00,3,45,5,37,34,50,35,30,36,50,0
ad0d47ba-85b4-4386-ae2c-67176ad8ba00,5,45,5,50,44,62,53,50,67,50,0
7ac8922e-0b06-444b-a816-c1cdf9f47a3e,3,45,5,37,34,50,35,30,36,50,0
7ac8922e-0b06-444b-a816-c1cdf9f47a3e,5,45,5,50,44,62,53,50,67,50,0
e4b6b4f9-6cdc-4045-b288-047b743c9df7,4,45,5,38,29,68,11,44,28,11,0
e4b6b4f9-6cdc-4045-b288-047b743c9df7,5,45,5,42,32,71,16,11,32,11,0
e90d2b35-2df7-47c6-81ed-b8186ab6e378,4,45,5,38,29,68,11,44,28,11,0
e90d2b35-2df7-47c6-81ed-b8186ab6e378,5,45,5,42,32,71,16,11,32,11,0
a79773b8-25c3-4b24-8dd8-d446f318f70d,4,45,5,38,29,68,11,44,28,11,0
a79773b8-25c3-4b24-8dd8-d446f318f70d,5,45,5,42,32,71,16,11,32,11,0
3f9b09b8-17e9-427d-aebc-5148887b9437,4,45,5,38,29,68,11,44,28,11,0
3f9b09b8-17e9-427d-aebc-5148887b9437,5,45,5,42,32,71,16,11,32,11,0
5339c076-8d1c-465b-a85c-531d994076b4,5,45,5,44,37,50,44,50,50,50,0
5339c076-8d1c-465b-a85c-531d994076b4,2,45,5,55,50,63,53,59,63,50,0
c136cab0-45e3-44fe-8256-e9e60695db84,5,45,5,44,37,50,44,50,50,50,0
c136cab0-45e3-44fe-8256-e9e60695db84,2,45,5,55,50,63,53,59,63,50,0
ad4ad35d-077e-41d8-a3af-4d9c099383e9,3,45,5,44,47,50,47,41,40,50,0
e4f4e786-eda4-42b1-a37d-737a3e4fd636,6,45,5,11,27,46,49,46,11,11,0
e4f4e786-eda4-42b1-a37d-737a3e4fd636,6,45,5,8,28,27,26,87,11,11,0
2d4d56ce-ad56-4c82-afe4-0700ab66634b,6,45,5,11,27,46,49,46,11,11,0
2d4d56ce-ad56-4c82-afe4-0700ab66634b,6,45,5,8,28,27,26,87,11,11,0
340458c6-0ec6-4872-a2b4-b0c72913fc63,6,45,5,11,27,46,49,46,11,11,0
340458c6-0ec6-4872-a2b4-b0c72913fc63,6,45,5,8,28,27,26,87,11,11,0
428a6255-9a4b-4164-8d3a-61f70e457eb1,5,45,5,32,52,37,48,50,33,50,0
e42c79d9-d8b5-4e0e-958a-973e8cc6f365,4,45,5,27,28,46,28,21,44,28,1
429b3cea-5e76-4bff-b59c-c442d2c3f98d,4,45,5,26,46,45,11,34,32,11,0
429b3cea-5e76-4bff-b59c-c442d2c3f98d,6,45,5,24,27,34,16,31,11,11,0
429b3cea-5e76-4bff-b59c-c442d2c3f98d,6,45,5,28,27,79,26,83,11,11,0
429b3cea-5e76-4bff-b59c-c442d2c3f98d,6,45,5,84,87,86,28,27,11,11,0
90e08756-84a8-4a00-bbe0-a28caefaa14e,4,45,5,26,46,45,11,34,32,11,0
90e08756-84a8-4a00-bbe0-a28caefaa14e,6,45,5,24,27,34,16,31,11,11,0
90e08756-84a8-4a00-bbe0-a28caefaa14e,6,45,5,28,27,79,26,83,11,11,0
90e08756-84a8-4a00-bbe0-a28caefaa14e,6,45,5,84,87,86,28,27,11,11,0
299d6be6-af5d-4cbe-91dd-f8af3448ec83,6,45,5,68,77,82,77,28,11,11,0
ce9e7acd-2661-4205-8c93-bed5eb07ac91,6,45,5,68,77,82,77,28,11,11,0
ddc80da7-def6-4a69-b836-b2c3e3a7fe1f,5,45,5,36,26,35,36,11,7,11,1
ddc80da7-def6-4a69-b836-b2c3e3a7fe1f,6,45,5,68,86,49,11,7,11,11,0
c454bfce-a406-4a7c-bfcc-167c9c19f313,5,45,5,36,26,35,36,11,7,11,1
c454bfce-a406-4a7c-bfcc-167c9c19f313,6,45,5,68,86,49,11,7,11,11,0
571d0bd7-9a79-4ab9-9d01-98d5892df2ce,3,45,5,87,87,28,86,84,47,28,0
37d5970a-c7f4-4a78-b387-ac0a186acbaa,5,45,5,87,26,46,47,11,47,11,0
70a91927-4a41-4a60-b2c6-9210957ecbf4,5,45,5,87,26,46,47,11,47,11,0
d87207a1-9d06-47f6-8162-9e9e023410f9,5,45,5,87,26,46,47,11,47,11,0
33ece878-3c2f-4d82-b82c-8be606ece79a,6,45,5,44,44,45,39,41,50,50,0
33ece878-3c2f-4d82-b82c-8be606ece79a,3,45,5,46,47,50,39,41,50,50,0
15cfc897-68cd-43e1-aca1-e4609150e0f2,6,45,5,44,44,45,39,41,50,50,0
15cfc897-68cd-43e1-aca1-e4609150e0f2,3,45,5,46,47,50,39,41,50,50,0
479ee154-541b-4c65-80a3-05d881cff878,5,45,5,34,43,37,41,50,37,50,0
5f2392e5-55a1-4522-aabc-c9913c461308,5,45,5,34,43,37,41,50,37,50,0
963d0cf4-a90e-46e5-b5cc-28ed6baf89cf,5,45,5,34,43,37,41,50,37,50,0
b9862ab2-46b4-41a9-9afc-7cfc5f7231b0,3,45,5,18,28,11,95,53,79,11,0
ff32c96f-07bd-4acc-b9a2-e6d78b0d4b29,3,45,5,18,28,11,95,53,79,11,0
51e63ec5-37f2-416a-8be1-b7cdf117416d,3,45,5,18,28,11,95,53,79,11,0
5751fd51-d53c-4220-a532-27945579d2eb,3,45,5,36,16,11,34,36,34,11,0
5751fd51-d53c-4220-a532-27945579d2eb,3,45,5,83,86,11,82,11,84,11,0
3a203f57-2d03-451c-a59e-047705e3fd6c,3,45,5,36,16,11,34,36,34,11,0
3a203f57-2d03-451c-a59e-047705e3fd6c,3,45,5,83,86,11,82,11,84,11,0
b79a16f6-d312-4c56-b4e2-469b2d0dcca6,3,45,5,36,16,11,34,36,34,11,0
b79a16f6-d312-4c56-b4e2-469b2d0dcca6,3,45,5,83,86,11,82,11,84,11,0
d72cbdea-a059-4033-95f3-7ec734865b0d,2,45,5,36,50,40,32,46,53,50,0
b800537d-a44f-483c-880c-691137a5285a,2,45,5,36,50,40,32,46,53,50,0
